"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating","ID"
"306","Batman: Arkham Knight","PS4","2015","Action","Warner Bros. Interactive Entertainment",1.53,1.69,0.1,0.64,3.95,87,89,"7.6",2679,"Rocksteady Studios","M",210
"307","The Legend of Zelda: Skyward Sword","Wii","2011","Action","Nintendo",2.03,1.16,0.37,0.38,3.95,93,81,"8",1958,"Nintendo","E10+",211
"308","Fallout 3","PS3","2008","Role-Playing","Bethesda Softworks",2.15,1.13,0.07,0.59,3.94,90,57,"8",910,"Bethesda Game Studios","M",212
"309","Professor Layton and the Diabolical Box","DS","2007","Puzzle","Nintendo",0.9,1.76,0.92,0.37,3.94,84,65,"8.8",72,"Level 5","E10+",213
"311","EA Sports Active","Wii","2009","Sports","Electronic Arts",2.09,1.35,0.06,0.4,3.9,81,27,"8.7",39,"EA Canada","E",214
"312","Tony Hawk's Underground","PS2","2003","Sports","Activision",2.29,1.17,0.01,0.42,3.9,90,38,"8.7",121,"Neversoft Entertainment","T",215
"313","Monster Hunter 4 Ultimate","3DS","2014","Role-Playing","Nintendo",0.68,0.48,2.62,0.11,3.89,86,80,"8.7",348,"Capcom","T",216
"314","The Elder Scrolls V: Skyrim","PC","2011","Role-Playing","Bethesda Softworks",1.16,2.12,0,0.6,3.88,94,32,"8.1",9073,"Bethesda Game Studios","M",217
"315","NBA 2K16","PS4","2015","Sports","Take-Two Interactive",2.49,0.66,0.03,0.69,3.88,87,51,"6.7",364,"Visual Concepts","E10+",218
"316","Tekken 5","PS2","2005","Fighting","Namco Bandai Games",0.93,1.94,0.31,0.7,3.87,88,62,"8.6",229,"Namco","T",219
"318","MotorStorm","PS3","2006","Racing","Sony Computer Entertainment",1.53,1.6,0.06,0.67,3.87,84,9,"7.4",220,"Evolution Studios","T",220
"320","World Soccer Winning Eleven 8 International","PS2","2004","Sports","Konami Digital Entertainment",0.16,1.89,1.12,0.68,3.85,91,26,"9.1",38,"KCET","E",221
"321","Sports Champions","PS3","2010","Sports","Sony Computer Entertainment",2.13,1.12,0.1,0.5,3.84,76,64,"7.9",104,"SCEA, Zindagi Games","E10+",222
"324","Call of Duty: Ghosts","PS4","2013","Shooter","Activision",1.78,1.43,0.05,0.57,3.83,78,49,"3.7",1564,"Infinity Ward","M",223
"325","Flash Focus: Vision Training in Minutes a Day","DS","2007","Misc","Nintendo",0.86,1.56,1.05,0.35,3.83,59,22,"4",4,"Nintendo, Namco Bandai Games","E",224
"326","Tom Clancy's The Division","PS4","2016","Shooter","Ubisoft",1.35,1.7,0.15,0.6,3.8,80,64,"7",2219,"Massive Entertainment","M",225
"327","Big Brain Academy: Wii Degree","Wii","2007","Misc","Nintendo",1.05,1.91,0.41,0.42,3.79,68,33,"6.9",39,"Nintendo","E",226
"330","LEGO Indiana Jones: The Original Adventures","X360","2008","Action","Activision",2.4,1.01,0,0.36,3.76,77,60,"7.5",66,"Traveller's Tales","E10+",227
"331","The Sims: Unleashed","PC","2002","Simulation","Electronic Arts",2.03,1.56,0,0.17,3.76,79,21,"8",29,"Maxis","T",228
"333","Harry Potter and the Sorcerer's Stone","PS","2001","Action","Electronic Arts",1.37,2,0.14,0.22,3.73,64,11,"7.5",41,"Argonaut Games","E",229
"336","Super Paper Mario","Wii","2007","Platform","Nintendo",1.95,0.86,0.59,0.31,3.71,85,56,"7.9",417,"Intelligent Systems","E",230
"337","Spyro: Year of the Dragon","PS","2000","Platform","Sony Computer Entertainment",1.93,1.58,0,0.19,3.71,91,15,"8.8",207,"Insomniac Games","E",231
"338","Assassin's Creed IV: Black Flag","PS3","2013","Action","Ubisoft",1.33,1.68,0.13,0.57,3.71,88,36,"8.1",840,"Ubisoft","M",232
"339","FIFA Soccer 2005","PS2","2004","Sports","Electronic Arts",0.58,2.48,0.04,0.59,3.7,81,27,"7.6",56,"EA Canada","E",233
"342","Tony Hawk's Pro Skater 4","PS2","2002","Sports","Activision",2.13,1.18,0.01,0.35,3.67,94,27,"8.5",128,"Neversoft Entertainment","T",234
"344","MySims","DS","2007","Simulation","Electronic Arts",1.58,1.59,0.08,0.41,3.66,67,15,"7.3",13,"TOSE","E",235
"345","Midnight Club 3: DUB Edition","PSP","2005","Racing","Take-Two Interactive",1.65,1.21,0,0.79,3.65,74,34,"8.4",31,"Rockstar Leeds","E10+",236
"347","SOCOM: U.S. Navy SEALs","PS2","2002","Shooter","Sony Computer Entertainment",2.53,0.81,0.06,0.24,3.65,82,42,"7.9",82,"Zipper Interactive","M",237
"348","Jak and Daxter: The Precursor Legacy","PS2","2001","Platform","Sony Computer Entertainment",2.08,1.09,0.15,0.33,3.64,90,35,"8.7",312,"Naughty Dog","E",238
"350","Pro Evolution Soccer 2008","PS2","2007","Sports","Konami Digital Entertainment",0.05,0,0.64,2.93,3.63,82,10,"7.9",38,"Konami","E",239
"351","Resident Evil 4","PS2","2005","Action","Capcom",2.08,0.83,0.46,0.25,3.62,96,38,"8.9",1013,"Capcom","M",240
"352","Guitar Hero: World Tour","Wii","2008","Misc","Activision",2.32,0.96,0,0.34,3.62,86,18,"7.6",71,"Vicarious Visions","T",241
"353","FIFA Soccer 10","PS3","2009","Sports","Electronic Arts",0.6,2.45,0.05,0.52,3.62,91,56,"7.6",203,"EA Sports","E",242
"354","Star Wars: Battlefront","PS2","2004","Shooter","LucasArts",1.93,1.22,0.03,0.44,3.61,82,36,"8.7",142,"Pandemic Studios","T",243
"356","The Simpsons: Road Rage","PS2","2001","Racing","Electronic Arts",2.02,1.17,0,0.42,3.61,64,23,"7.7",32,"Fox Interactive","T",244
"357","Luigi's Mansion","GC","2001","Action","Nintendo",2.38,0.67,0.46,0.1,3.6,78,34,"8.5",161,"Nintendo","E",245
"358","Battlefield 4","PS4","2013","Shooter","Electronic Arts",1.35,1.55,0.17,0.51,3.59,85,18,"6.9",1580,"EA DICE","M",246
"359","Star Wars: Battlefront II","PS2","2005","Shooter","LucasArts",2.18,1.02,0.03,0.37,3.59,84,30,"9",268,"Pandemic Studios","T",247
"361","Cooking Mama 2: Dinner With Friends","DS","2007","Simulation","505 Games",1.6,1.49,0.1,0.39,3.58,70,39,"8",9,"Office Create","E",248
"364","Grand Theft Auto: Liberty City Stories","PS2","2006","Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54,78,49,"7.8",112,"Rockstar Leeds","M",249
"365","The Getaway","PS2","2002","Action","Sony Computer Entertainment",1.23,1.77,0.05,0.49,3.54,72,49,"6.8",88,"Team Soho","M",250
"367","James Bond 007: Agent Under Fire","PS2","2001","Shooter","Electronic Arts",1.9,1.13,0.1,0.41,3.53,72,27,"7.9",48,"EA Redwood Shores","T",251
"370","FIFA Soccer 11","X360","2010","Sports","Electronic Arts",0.71,2.39,0.02,0.4,3.52,88,66,"7.5",155,"EA Sports","E",252
"372","Left 4 Dead","X360","2008","Shooter","Electronic Arts",2.66,0.49,0.05,0.3,3.51,89,67,"7.9",1309,"Certain Affinity","M",253
"374","Assassin's Creed: Unity","XOne","2014","Action","Ubisoft",2.27,0.9,0,0.33,3.5,72,59,"4.1",1005,"Ubisoft, Ubisoft Montreal","M",254
"376","Resident Evil 5","X360","2009","Action","Capcom",2.11,0.93,0.12,0.34,3.5,83,91,"7.5",523,"Capcom","M",255
"377","Assassin's Creed: Brotherhood","X360","2010","Action","Ubisoft",2.85,0.38,0.03,0.24,3.49,89,81,"8.3",693,"Ubisoft Montreal","M",256
"378","FIFA Soccer 2004","PS2","N/A","Sports","Electronic Arts",0.59,2.36,0.04,0.51,3.49,84,20,"6.4",76,"EA Canada","E",257
"379","Battlefield 4","PS3","2013","Shooter","Electronic Arts",1.3,1.42,0.27,0.5,3.49,80,14,"5.8",579,"EA DICE","M",258
"380","Batman: Arkham Asylum","X360","2009","Action","Eidos Interactive",2.2,0.95,0.02,0.31,3.48,92,78,"8.7",1080,"Rocksteady Studios","T",259
"381","Battlefield 4","X360","2013","Shooter","Electronic Arts",2.15,1.01,0.02,0.31,3.48,79,21,"5.6",542,"EA DICE","M",260
"382","Battlefield: Bad Company 2","X360","2010","Shooter","Electronic Arts",2.1,1.01,0.04,0.32,3.47,88,75,"8.6",869,"EA DICE","M",261
"384","Guitar Hero: On Tour","DS","2008","Misc","Activision",2.1,1.01,0.01,0.35,3.46,71,70,"8.8",29,"Vicarious Visions","E10+",262
"385","Clubhouse Games","DS","2006","Misc","Nintendo",0.59,1.79,0.73,0.34,3.45,83,30,"8.4",28,"Agenda","E",263
"387","Borderlands","X360","2009","Shooter","Take-Two Interactive",2.4,0.71,0.03,0.29,3.44,84,83,"8.2",715,"Gearbox Software","M",264
"388","Tekken 4","PS2","2002","Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44,79,23,"8.3",126,"Namco","T",265
"390","Grand Theft Auto 2","PS","1998","Action","Take-Two Interactive",1.13,2.07,0,0.22,3.42,70,15,"8",67,"DMA Design","T",266
"391","Metal Gear Solid V: The Phantom Pain","PS4","2015","Action","Konami Digital Entertainment",1.09,1.36,0.49,0.48,3.41,93,86,"8.2",3943,"Kojima Productions, Moby Dick Studio","M",267
"392","Spider-Man 2","PS2","2004","Action","Activision",1.75,1.2,0.02,0.43,3.41,80,50,"8.9",106,"Treyarch","T",268
"394","FIFA Soccer 2003","PS2","2002","Sports","Electronic Arts",0.46,2.28,0.05,0.61,3.4,88,15,"6.7",35,"EA Canada","E",269
"395","LittleBigPlanet 2","PS3","2011","Platform","Sony Computer Entertainment",1.83,1.05,0.06,0.46,3.39,91,86,"8.4",657,"Media Molecule","E",270
"396","Crash Bash","PS","2000","Misc","Sony Computer Entertainment",1.56,1.47,0.19,0.17,3.39,68,12,"8.2",99,"Eurocom Entertainment Software","E",271
"397","Assassin's Creed Syndicate","PS4","2015","Action","Ubisoft",0.81,1.99,0.07,0.52,3.39,76,86,"6.8",1319,"Ubisoft Quebec","M",272
"398","LEGO Batman: The Videogame","X360","2008","Action","Warner Bros. Interactive Entertainment",2.04,1.02,0,0.32,3.38,76,49,"7.9",75,"Traveller's Tales","E10+",273
"399","Destiny","XOne","2014","Shooter","Activision",2.14,0.92,0,0.31,3.37,75,11,"5.5",1735,"Bungie Software, Bungie","T",274
"402","Far Cry 3","PS3","2012","Shooter","Ubisoft",0.88,1.7,0.1,0.67,3.35,90,32,"8.5",1041,"Ubisoft Montreal","M",275
"405","James Bond 007: Nightfire","PS2","2002","Shooter","Electronic Arts",1.45,1.29,0.12,0.46,3.33,77,20,"8.5",66,"Eurocom Entertainment Software","T",276
"408","Star Wars Episode III: Revenge of the Sith","PS2","2005","Action","LucasArts",1.47,1.39,0.03,0.43,3.32,60,34,"7.2",82,"Double Helix Games","T",277
"409","The Legend of Zelda: Spirit Tracks","DS","2009","Action","Nintendo",1.4,0.91,0.74,0.26,3.31,87,75,"7.8",228,"Nintendo","E10+",278
"410","Max Payne","PS2","2001","Shooter","Take-Two Interactive",1.99,1.05,0.05,0.22,3.31,80,21,"8.5",86,"Rockstar Toronto","M",279
"411","Assassin's Creed IV: Black Flag","X360","2013","Action","Ubisoft",1.9,1.11,0.01,0.29,3.3,86,35,"7.9",701,"Ubisoft","M",280
"412","The Lord of the Rings: The Return of the King","PS2","2003","Action","Electronic Arts",1.5,1.28,0.05,0.46,3.28,85,31,"8.7",105,"EA Games","T",281
"414","Gears of War: Ultimate Edition","XOne","2015","Shooter","Microsoft Game Studios",2.61,0.33,0,0.34,3.28,82,74,"7.5",563,"Splash Damage, The Coalition","M",282
"415","True Crime: Streets of LA","PS2","2003","Action","Activision",1.89,1.05,0.02,0.31,3.27,77,39,"8",94,"Luxoflux, Inc.","M",283
"416","Professor Layton and the Unwound Future","DS","2008","Puzzle","Nintendo",0.6,1.57,0.82,0.27,3.26,86,62,"9.2",111,"Level 5","E10+",284
"418","FIFA 16","XOne","2015","Sports","Electronic Arts",0.89,2.12,0,0.24,3.25,84,45,"4.4",459,"EA Sports","E",285
"419","Wii Music","Wii","2008","Misc","Nintendo",1.35,1.11,0.46,0.32,3.25,63,43,"4.6",116,"Nintendo","E",286
"421","Madden NFL 16","PS4","2015","Sports","Electronic Arts",2.34,0.3,0,0.6,3.24,83,37,"5.9",180,"EA Sports","E",287
"422","Gran Turismo 6","PS3","2013","Racing","Sony Computer Entertainment",0.72,1.67,0.4,0.44,3.23,81,81,"7.7",758,"Polyphony Digital","E",288
"423","Halo: The Master Chief Collection","XOne","2014","Shooter","Microsoft Game Studios",1.91,1,0.03,0.29,3.23,85,69,"7.2",1267,"343 Industries","M",289
"425","Super Mario Maker","WiiU","2015","Platform","Nintendo",1.18,0.89,0.94,0.2,3.21,88,85,"8.7",691,"Nintendo","E",290
"430","God of War: Chains of Olympus","PSP","2008","Action","Sony Computer Entertainment",1.48,1,0.04,0.66,3.18,91,79,"8.6",565,"Ready at Dawn","M",291
"431","Enter the Matrix","PS2","2003","Action","Atari",1.78,1.12,0.09,0.19,3.18,62,30,"8.1",137,"Shiny Entertainment","T",292
"432","Crisis Core: Final Fantasy VII","PSP","2007","Role-Playing","Square Enix",1.35,0.59,0.8,0.43,3.18,83,67,"8",463,"Square Enix","T",293
"433","Dance Central","X360","2010","Misc","MTV Games",2.15,0.76,0.01,0.26,3.17,82,63,"7.6",85,"Harmonix Music Systems","T",294
"434","L.A. Noire","PS3","2011","Adventure","Take-Two Interactive",1.27,1.29,0.12,0.49,3.17,89,78,"7.7",1010,"Team Bondi","M",295
"435","Ace Combat 04: Shattered Skies","PS2","2001","Simulation","Sony Computer Entertainment Europe",2.06,0.56,0.38,0.17,3.17,89,22,"9.1",95,"Namco","E",296
"436","Animal Crossing","GC","2001","Simulation","Nintendo",1.92,0.16,0.99,0.09,3.15,87,42,"8.9",137,"Nintendo","E",297
"437","FIFA Soccer 08","PS2","2007","Sports","Electronic Arts",0.68,0,0,2.46,3.14,83,12,"6.5",36,"EA Canada","E",298
"439","Spider-Man","PS","2000","Action","Activision",1.7,1.25,0.02,0.16,3.13,87,19,"9",107,"Neversoft Entertainment","E",299
"440","Mario Party 9","Wii","2012","Misc","Nintendo",1.06,1.09,0.76,0.22,3.13,73,45,"6.8",155,"Nd Cube","E",300
"443","Sonic Rush","DS","2005","Platform","Sega",1.21,1.56,0.06,0.29,3.12,82,43,"8.5",101,"Dimps Corporation, Sonic Team","E",301
"445","Rhythm Heaven","DS","2008","Misc","Nintendo",0.55,0.5,1.93,0.13,3.11,83,48,"9",63,"Nintendo","E",302
"446","Fallout: New Vegas","PS3","2010","Role-Playing","Bethesda Softworks",1.52,1.03,0.1,0.46,3.11,82,57,"7.8",492,"Obsidian Entertainment","M",303
"447","Personal Trainer: Cooking","DS","2006","Misc","Nintendo",0.9,1,1.03,0.17,3.11,81,12,"7.8",10,"Indies Zero","E",304
"448","The Elder Scrolls IV: Oblivion","PS3","2007","Role-Playing","Ubisoft",1.69,0.85,0.14,0.43,3.1,93,45,"8",604,"4J Studios","M",305
"449","The Legend of Zelda: A Link Between Worlds","3DS","2013","Action","Nintendo",1.4,1.01,0.46,0.23,3.1,91,81,"8.9",1057,"Nintendo","E",306
"450","Resident Evil 6","PS3","2012","Shooter","Capcom",0.88,0.94,0.88,0.4,3.1,74,34,"5.4",1304,"Capcom","M",307
"451","Mass Effect 2","X360","2010","Role-Playing","Electronic Arts",1.99,0.81,0.03,0.27,3.1,96,98,"8.9",3143,"BioWare","M",308
"452","Dragon Ball Z: Budokai","PS2","2002","Fighting","Atari",2.17,0.28,0.55,0.08,3.09,67,28,"7.9",71,"Dimps Corporation","T",309
"453","Madden NFL 2002","PS2","2001","Sports","Electronic Arts",2.5,0.16,0.01,0.42,3.08,94,23,"7.9",46,"EA Sports","E",310
"456","The Sims: Vacation","PC","2002","Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07,75,18,"7.8",22,"Maxis","T",311
"457","LEGO Batman: The Videogame","Wii","N/A","Action","Warner Bros. Interactive Entertainment",1.8,0.97,0,0.29,3.06,74,17,"7.9",22,"Traveller's Tales","E10+",312
"458","Animal Crossing: Happy Home Designer","3DS","2015","Simulation","Nintendo",0.51,1.02,1.4,0.12,3.05,66,60,"6.9",106,"Nintendo","E",313
"459","The Sims 4","PC","2014","Simulation","Electronic Arts",1,1.82,0,0.23,3.05,70,74,"3.9",2057,"Maxis","T",314
"460","Borderlands 2","X360","2012","Shooter","Take-Two Interactive",1.89,0.88,0.04,0.25,3.05,89,59,"8.2",892,"Gearbox Software","M",315
"461","LEGO Batman: The Videogame","DS","2008","Action","Warner Bros. Interactive Entertainment",1.75,1.01,0,0.29,3.05,72,16,"8",16,"TT Fusion","E10+",316
"462","Kung Fu Panda","X360","2008","Action","Activision",1.91,0.84,0,0.29,3.04,75,42,"7.4",32,"Luxoflux, Inc.","E10+",317
"463","Mass Effect 3","X360","2012","Role-Playing","Electronic Arts",1.94,0.84,0.03,0.24,3.04,93,74,"5.8",3725,"BioWare","M",318
"464","Heavy Rain","PS3","2010","Adventure","Sony Computer Entertainment",1.29,1.21,0.06,0.47,3.03,87,107,"7.7",2759,"Quantic Dream","M",319
"466","Saints Row 2","X360","2008","Action","THQ",1.94,0.79,0.02,0.28,3.03,81,75,"8.1",307,"Volition Inc.","M",320
"467","Tom Clancy's Splinter Cell","XB","2002","Action","Ubisoft",1.85,1.04,0,0.13,3.02,93,46,"8.5",121,"Ubisoft Montreal","T",321
"470","FIFA 14","PS4","2013","Sports","Electronic Arts",0.61,1.85,0.11,0.44,3.01,87,26,"6.3",616,"EA Canada","E",322
"471","Killzone 2","PS3","2009","Shooter","Sony Computer Entertainment",1.4,1.06,0.08,0.47,3.01,91,94,"8.1",1505,"Guerrilla","M",323
"472","Far Cry 3","X360","2012","Shooter","Ubisoft",1.38,1.32,0.02,0.28,3,91,39,"8.6",1247,"Ubisoft Montreal","M",324
"473","Epic Mickey","Wii","2010","Platform","Disney Interactive Studios",2.04,0.63,0.12,0.22,3,73,78,"7",131,"Junction Point","E",325
"474","NBA 2K13","X360","2012","Sports","Take-Two Interactive",2.6,0.2,0.01,0.19,3,88,41,"7.2",131,"Visual Concepts","E",326
"475","Dragon Ball Z: Budokai Tenkaichi 3","PS2","2007","Fighting","Atari",1.15,0,0.76,1.09,3,73,24,"9.2",173,"Spike, Namco Bandai Games","T",327
"478","The Sims: Livin Large","PC","2000","Misc","Electronic Arts",1.67,1.18,0,0.13,2.99,82,23,"6.6",20,"Maxis","T",328
"479","World Soccer Winning Eleven 6 International","PS2","2002","Sports","Konami Digital Entertainment",0.12,1.26,1.16,0.45,2.99,93,24,"9.1",65,"KCET","E",329
"480","Devil May Cry","PS2","2001","Action","Capcom",1.36,0.86,0.64,0.13,2.99,94,37,"8.5",466,"Capcom","M",330
"481","Star Wars: The Old Republic","PC","2011","Role-Playing","Electronic Arts",1.58,1.01,0,0.38,2.96,85,73,"5.9",2748,"LucasArts, BioWare","T",331
"482","Middle-Earth: Shadow of Mordor","PS4","2014","Action","Warner Bros. Interactive Entertainment",1.01,1.43,0.05,0.47,2.96,84,85,"8.1",1886,"Monolith Productions","M",332
